handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aged_to_perfection,Variant,,,,,,,,,True,,,InStock,,,,,Blank Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beach_quotes,Product,Beach Quotes,"Laser engraving on a 10cm x 15cm (4"" x 6"") piece of wood. Final product may have rounded corners and colors may vary slightly from the image shown. Wood will also have natural variations in color and grain.",https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_1.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_2.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_3.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_4.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_5.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_6.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_7.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_8.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_9.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_10.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_11.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_12.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_13.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_14.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_15.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_16.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_17.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_18.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_19.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_20.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_21.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_22.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_23.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_24.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_25.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_26.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_27.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_28.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_29.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_30.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_31.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_32.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_33.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_34.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_35.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_36.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_37.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_38.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_39.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_40.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_41.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_42.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_43.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_44.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_45.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_46.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_47.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_48.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_49.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_50.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_51.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_52.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_53.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_54.jpg;https://iandouglasllc-engraver.herokuapp.com/img/beach_quotes/beach_quotes_55.jpg,Laser Engraved Signs,,,3.99,,True,PERCENT,0.0,InStock,0.25,,Quotation,DROP_DOWN,A Walk On The Beach Is Always A Good Idea;A Walk On The Beach Is Good For The Soul;All You Ned Is Love Coffee And The Beach;Aloha Beaches;At The Beach Every Hour Is Happy Hour;Beach -- Best Escape Anyone Can Have;Beach House -- Relax Unwind Enjoy;Beach Please;Beach Don'T Kill My Vibe;Beaches Be Crazy;Beauty And The Beach;Call Me On My Shell;Dream Higher Than The Sky And Deeper Than The Ocean;Eat Sleep Beach Repeat;Girls Just Wanna Have Sun;Happiness Is A Day At The Beach;Hello Summer;High Tides And Good Vibes;I Love You To The Beach And Back;I Need Vitamin Sea (Variant 1);I Need Vitamin Sea(Variant 2);If You'Re Not Barefoot Then You'Re Overdressed;Let The Wave Hit Your Feet And The Sand Be Your Seat;Let Your Worries Drift Away;Let'S Go To The Beach;Life Is At Ease With An Ocean Breeze;Life Is Better At The Beach (Variant 1);Life Is Better At The Beach (Variant 2);Life Is Better In Flip Flops;Live In The Sunshine Live In The Sea Drink The Wild Air;Make A Wish Upon A Starfish (Variant 1);Make A Wish Upon A Starfish (Variant 2);Meet Me At The Beach;Memories Made At The Beach Last A Lifetime;My Heart Belongs To The Sea;My Heart Is At The Beach;No Crabby Attitudes;Nobody Likes A Shady Beach;Nothing Soothes The Soul Like A Walk On The Beach;Please Do Not Feed The Sharks Or Tease The Mermaids;Running On Coffee And Beach Time;Salty Lil Beach;Seas The Day;Smell The Sea Feel The Greeze Hear The Ocean Be At Ease;Sun Above Me Sand Beneath Me Salty Air Around Me Peace Within Me;Sunrise Sunburn Sunset Repeat;Take Me To The Beach;The Beach -- Where Doing Absolutely Nothing Is Doing Something;The Beach Fixes Everything;The Beach Is Calling And I Must Go;The Beach Is My Happy Place;The Cure For Anything Is Salt Water -- Sweat Tears Or The Sea;The Voice Of The Ocean Speaks To The Soul;Toes In The Sand Wine In Our Hands Life'S Good;Where My Beaches At,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beach_quotes,Variant,,,,,,,,,True,,,InStock,,,,,A Walk On The Beach Is Always A Good Idea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beach_quotes,Variant,,,,,,,,,True,,,InStock,,,,,A Walk On The Beach Is Good For The Soul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beach_quotes,Variant,,,,,,,,,True,,,InStock,,,,,All You Ned Is Love Coffee And The Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beach_quotes,Variant,,,,,,,,,True,,,InStock,,,,,Aloha Beaches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beach_quotes,Variant,,,,,,,,,True,,,InStock,,,,,At The Beach Every Hour Is Happy Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beach_quotes,Variant,,,,,,,,,True,,,InStock,,,,,Beach -- Best Escape Anyone Can Have,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
